Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
3,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-1-quantised,7
4,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-2-hour,09
5,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-2-minute,53
6,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-4,money back pmus a perk in the event of delays or cancellation 
9,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-5-hour,08
10,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-5-minute,54
11,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-7,additional protection form lost bags or canceled flight
14,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-8-hour,08
15,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,response-8-minute,55
16,1650560141462,21/04/2022 16:55:41,1650560140221,-7,21/04/2022 09:55:40,86280,3,questionnaire-j7ji,,21413211,BLIND,6334434,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x684,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,339213
1,1650574363401,21/04/2022 20:52:43,1650574363289,-4,21/04/2022 16:52:43,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650574682413,21/04/2022 20:58:02,1650574681906,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-1,55-64 years old
3,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-1-quantised,7
4,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-2-hour,16
5,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-2-minute,53
6,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-4,Delta isn't able to protect my luggage or guarantee my flight 
9,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-5-hour,16
10,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-5-minute,56
11,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-6,Purchase Optional Flight Protection for $30
12,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-6-quantised,1
13,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-7,Delta may compensate me for inconvenience 
14,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-8-hour,16
15,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,response-8-minute,57
16,1650574682594,21/04/2022 20:58:02,1650574681915,-4,21/04/2022 16:58:01,86280,3,questionnaire-j7ji,,21418613,BLIND,6335872,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x896,414x674,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,318626
1,1650515805581,21/04/2022 04:36:45,1650515805450,-5,20/04/2022 23:36:45,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650515890262,21/04/2022 04:38:10,1650515889696,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-1,18-24 years old
3,1650515890419,21/04/2022 04:38:10,1650515889698,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-1-quantised,3
4,1650515890419,21/04/2022 04:38:10,1650515889698,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-2-hour,23
5,1650515890419,21/04/2022 04:38:10,1650515889698,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-2-minute,09
6,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-4,not sure
9,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-5-hour,23
10,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-5-minute,00
11,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-7,they dont really give you another option which makes you think that you have to opt in
14,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-8-hour,23
15,1650515890419,21/04/2022 04:38:10,1650515889699,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,response-8-minute,15
16,1650515890419,21/04/2022 04:38:10,1650515889700,-5,20/04/2022 23:38:09,86280,3,questionnaire-j7ji,,21400066,BLIND,6330834,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,414x715,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,84250
1,1650511240362,21/04/2022 03:20:40,1650511240249,-4,20/04/2022 23:20:40,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650511370637,21/04/2022 03:22:50,1650511370071,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-1,55-64 years old
3,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-1-quantised,7
4,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-2-hour,11
5,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-2-minute,20
6,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-4,plane ticket
9,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-5-hour,11
10,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-5-minute,22
11,1650511370809,21/04/2022 03:22:50,1650511370075,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-6,Purchase Optional Flight Protection for $30
12,1650511370809,21/04/2022 03:22:50,1650511370076,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-6-quantised,1
13,1650511370809,21/04/2022 03:22:50,1650511370076,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-7,plane ticket
14,1650511370809,21/04/2022 03:22:50,1650511370076,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-8-hour,11
15,1650511370809,21/04/2022 03:22:50,1650511370076,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,response-8-minute,22
16,1650511370809,21/04/2022 03:22:50,1650511370076,-4,20/04/2022 23:22:50,86280,3,questionnaire-j7ji,,21399787,BLIND,6330765,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x597,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,129827
1,1650510712442,21/04/2022 03:11:52,1650510712293,-4,20/04/2022 23:11:52,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650511189548,21/04/2022 03:19:49,1650511188902,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-1,45-54 years old
3,1650511189715,21/04/2022 03:19:49,1650511188926,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-1-quantised,6
4,1650511189715,21/04/2022 03:19:49,1650511188926,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-2-hour,11
5,1650511189715,21/04/2022 03:19:49,1650511188926,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-2-minute,13
6,1650511189715,21/04/2022 03:19:49,1650511188926,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-3,"""Yes! Please protect my expensive trip for $30"""
7,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-3-quantised,1
8,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-4,baggage protection and cancelled flight reimb
9,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-5-hour,11
10,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-5-minute,16
11,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-6,Purchase Optional Flight Protection for $30
12,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-6-quantised,1
13,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-7,same thing with more priority and additional priority rescheduling flight
14,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-8-hour,11
15,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-8-minute,19
16,1650511189715,21/04/2022 03:19:49,1650511188927,-4,20/04/2022 23:19:48,86280,3,questionnaire-j7ji,,21399735,BLIND,6330756,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,476634
1,1650508609545,21/04/2022 02:36:49,1650508609238,-4,20/04/2022 22:36:49,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650508745571,21/04/2022 02:39:05,1650508744992,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-1,55-64 years old
3,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-1-quantised,7
4,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-2-hour,10
5,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-2-minute,37
6,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-4,Trip insurance
9,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-5-hour,10
10,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-5-minute,38
11,1650508745873,21/04/2022 02:39:05,1650508744998,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650508745873,21/04/2022 02:39:05,1650508744999,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650508745873,21/04/2022 02:39:05,1650508744999,-4,20/04/2022 22:39:04,86280,3,questionnaire-j7ji,,21399580,BLIND,6330726,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x812,375x595,,Ethics Dark Patterns,4,No,response-7,Trip insurance
